name,time,value
Grzejnik_Sypialnia,1601136600097000000,0
Grzejnik_Sypialnia,1601136900126000000,0
Grzejnik_Sypialnia,1601137200135000000,0
Grzejnik_Sypialnia,1601137500142000000,0
Grzejnik_Sypialnia,1601137800149000000,0
Grzejnik_Sypialnia,1601138100162000000,0
Grzejnik_Sypialnia,1601138400169000000,0
Grzejnik_Sypialnia,1601138700175000000,0
Grzejnik_Sypialnia,1601139000181000000,0
Grzejnik_Sypialnia,1601139300187000000,0
Grzejnik_Sypialnia,1601139600194000000,0
Grzejnik_Sypialnia,1601139900200000000,0
Grzejnik_Sypialnia,1601140200207000000,0
Grzejnik_Sypialnia,1601140500218000000,0
Grzejnik_Sypialnia,1601140800227000000,0
Grzejnik_Sypialnia,1601141100237000000,0
Grzejnik_Sypialnia,1601141400248000000,0
Grzejnik_Sypialnia,1601141700254000000,0
Grzejnik_Sypialnia,1601142000259000000,0
Grzejnik_Sypialnia,1601142300265000000,0
Grzejnik_Sypialnia,1601142600272000000,0
Grzejnik_Sypialnia,1601142900279000000,0
Grzejnik_Sypialnia,1601143200285000000,0
Grzejnik_Sypialnia,1601143500290000000,0
Grzejnik_Sypialnia,1601143800296000000,0
Grzejnik_Sypialnia,1601144100306000000,0
Grzejnik_Sypialnia,1601144400311000000,0
Grzejnik_Sypialnia,1601144700316000000,0
Grzejnik_Sypialnia,1601145000321000000,0
Grzejnik_Sypialnia,1601145300328000000,0
Grzejnik_Sypialnia,1601145600335000000,0
Grzejnik_Sypialnia,1601145900340000000,0
Grzejnik_Sypialnia,1601146200353000000,0
Grzejnik_Sypialnia,1601146500358000000,0
Grzejnik_Sypialnia,1601146800364000000,0
Grzejnik_Sypialnia,1601147100370000000,0
Grzejnik_Sypialnia,1601147400376000000,0
Grzejnik_Sypialnia,1601147700381000000,0
Grzejnik_Sypialnia,1601148000387000000,0
Grzejnik_Sypialnia,1601148300393000000,0
Grzejnik_Sypialnia,1601148600406000000,0
Grzejnik_Sypialnia,1601148900411000000,0
Grzejnik_Sypialnia,1601149200417000000,0
Grzejnik_Sypialnia,1601149500424000000,0
Grzejnik_Sypialnia,1601149800429000000,0
Grzejnik_Sypialnia,1601150100434000000,0
Grzejnik_Sypialnia,1601150400440000000,0
Grzejnik_Sypialnia,1601150700446000000,0
Grzejnik_Sypialnia,1601151000452000000,0
Grzejnik_Sypialnia,1601151300458000000,0
Grzejnik_Sypialnia,1601151600464000000,0
Grzejnik_Sypialnia,1601151900469000000,0
Grzejnik_Sypialnia,1601152200474000000,0
Grzejnik_Sypialnia,1601152500481000000,0
Grzejnik_Sypialnia,1601152800486000000,0
Grzejnik_Sypialnia,1601153100492000000,0
Grzejnik_Sypialnia,1601153400497000000,0
Grzejnik_Sypialnia,1601153700504000000,0
Grzejnik_Sypialnia,1601154000511000000,0
Grzejnik_Sypialnia,1601154300516000000,0
Grzejnik_Sypialnia,1601154600523000000,0
Grzejnik_Sypialnia,1601154900937000000,0
Grzejnik_Sypialnia,1601155200943000000,0
Grzejnik_Sypialnia,1601155500949000000,0
Grzejnik_Sypialnia,1601155800957000000,0
Grzejnik_Sypialnia,1601156100979000000,0
Grzejnik_Sypialnia,1601156400986000000,0
Grzejnik_Sypialnia,1601156700991000000,0
Grzejnik_Sypialnia,1601157000998000000,0
Grzejnik_Sypialnia,1601157300005000000,0
Grzejnik_Sypialnia,1601157600017000000,0
Grzejnik_Sypialnia,1601157900031000000,0
Grzejnik_Sypialnia,1601158200043000000,0
Grzejnik_Sypialnia,1601158500056000000,0
Grzejnik_Sypialnia,1601158800067000000,0
Grzejnik_Sypialnia,1601159100080000000,0
Grzejnik_Sypialnia,1601159400093000000,0
Grzejnik_Sypialnia,1601159700104000000,0
Grzejnik_Sypialnia,1601160000116000000,0
Grzejnik_Sypialnia,1601160300129000000,0
Grzejnik_Sypialnia,1601160600143000000,0
Grzejnik_Sypialnia,1601160900155000000,0
Grzejnik_Sypialnia,1601161200176000000,0
Grzejnik_Sypialnia,1601161500189000000,0
Grzejnik_Sypialnia,1601161800201000000,0
Grzejnik_Sypialnia,1601162100213000000,0
Grzejnik_Sypialnia,1601162400225000000,0
Grzejnik_Sypialnia,1601162700237000000,0
Grzejnik_Sypialnia,1601163000249000000,0
Grzejnik_Sypialnia,1601163300262000000,0
Grzejnik_Sypialnia,1601163600277000000,0
Grzejnik_Sypialnia,1601163900289000000,0
Grzejnik_Sypialnia,1601164800222000000,0
Grzejnik_Sypialnia,1601165700237000000,0
Grzejnik_Sypialnia,1601166600255000000,0
Grzejnik_Sypialnia,1601167500271000000,0
Grzejnik_Sypialnia,1601168400298000000,0
Grzejnik_Sypialnia,1601169300313000000,0
Grzejnik_Sypialnia,1601170200337000000,0
Grzejnik_Sypialnia,1601171100358000000,0
Grzejnik_Sypialnia,1601172000373000000,0
Grzejnik_Sypialnia,1601172900390000000,0
Grzejnik_Sypialnia,1601173800415000000,0
Grzejnik_Sypialnia,1601174700436000000,0
Grzejnik_Sypialnia,1601175600453000000,0
Grzejnik_Sypialnia,1601176500471000000,0
Grzejnik_Sypialnia,1601177400481000000,0
Grzejnik_Sypialnia,1601178300490000000,0
Grzejnik_Sypialnia,1601179200500000000,0
Grzejnik_Sypialnia,1601180100510000000,0
Grzejnik_Sypialnia,1601181000525000000,0
Grzejnik_Sypialnia,1601181900546000000,0
Grzejnik_Sypialnia,1601182800562000000,0
Grzejnik_Sypialnia,1601183700570000000,0
Grzejnik_Sypialnia,1601184600584000000,0
Grzejnik_Sypialnia,1601185500599000000,0
Grzejnik_Sypialnia,1601186400614000000,0
Grzejnik_Sypialnia,1601187300626000000,0
Grzejnik_Sypialnia,1601188200646000000,0
Grzejnik_Sypialnia,1601189100670000000,0
Grzejnik_Sypialnia,1601190000687000000,0
Grzejnik_Sypialnia,1601190900700000000,0
Grzejnik_Sypialnia,1601191800710000000,0
Grzejnik_Sypialnia,1601192680106000000,1
Grzejnik_Sypialnia,1601192700727000000,1
Grzejnik_Sypialnia,1601193600741000000,1
Grzejnik_Sypialnia,1601194500751000000,1
Grzejnik_Sypialnia,1601195400763000000,1
Grzejnik_Sypialnia,1601196300772000000,1
Grzejnik_Sypialnia,1601196424527000000,0
Grzejnik_Sypialnia,1601197200786000000,0
Grzejnik_Sypialnia,1601198100808000000,0
Grzejnik_Sypialnia,1601199000816000000,0
Grzejnik_Sypialnia,1601199900826000000,0
Grzejnik_Sypialnia,1601200800841000000,0
Grzejnik_Sypialnia,1601201700852000000,0
Grzejnik_Sypialnia,1601202600862000000,0
Grzejnik_Sypialnia,1601203500874000000,0
Grzejnik_Sypialnia,1601204400883000000,0
Grzejnik_Sypialnia,1601205300893000000,0
Grzejnik_Sypialnia,1601206200904000000,0
Grzejnik_Sypialnia,1601207100913000000,0
Grzejnik_Sypialnia,1601208000924000000,0
Grzejnik_Sypialnia,1601208900938000000,0
Grzejnik_Sypialnia,1601209800951000000,0
Grzejnik_Sypialnia,1601210700959000000,0
Grzejnik_Sypialnia,1601211600975000000,0
Grzejnik_Sypialnia,1601212500008000000,0
Grzejnik_Sypialnia,1601213400021000000,0
Grzejnik_Sypialnia,1601214300036000000,0
Grzejnik_Sypialnia,1601215200051000000,0
Grzejnik_Sypialnia,1601216100067000000,0
Grzejnik_Sypialnia,1601217000085000000,0
Grzejnik_Sypialnia,1601217900101000000,0
Grzejnik_Sypialnia,1601218800114000000,0
Grzejnik_Sypialnia,1601219700129000000,0
Grzejnik_Sypialnia,1601220600146000000,0
Grzejnik_Sypialnia,1601221500169000000,0
Grzejnik_Sypialnia,1601222400182000000,0
Grzejnik_Sypialnia,1601223300193000000,0
Grzejnik_Sypialnia,1601224200213000000,0
Grzejnik_Sypialnia,1601225100228000000,0
Grzejnik_Sypialnia,1601226000243000000,0
Grzejnik_Sypialnia,1601226900264000000,0
Grzejnik_Sypialnia,1601227800280000000,0
Grzejnik_Sypialnia,1601228700297000000,0
Grzejnik_Sypialnia,1601229600317000000,0
Grzejnik_Sypialnia,1601230500332000000,0
Grzejnik_Sypialnia,1601231400370000000,0
Grzejnik_Sypialnia,1601232300389000000,0
Grzejnik_Sypialnia,1601233200417000000,0
Grzejnik_Sypialnia,1601234100429000000,0
Grzejnik_Sypialnia,1601235000445000000,0
Grzejnik_Sypialnia,1601235900460000000,0
Grzejnik_Sypialnia,1601236800475000000,0
Grzejnik_Sypialnia,1601237700496000000,0
Grzejnik_Sypialnia,1601238600527000000,0
Grzejnik_Sypialnia,1601239500544000000,0
Grzejnik_Sypialnia,1601240400559000000,0
Grzejnik_Sypialnia,1601241300575000000,0
Grzejnik_Sypialnia,1601242200599000000,0
Grzejnik_Sypialnia,1601243100617000000,0
Grzejnik_Sypialnia,1601244000633000000,0
Grzejnik_Sypialnia,1601244900656000000,0
Grzejnik_Sypialnia,1601245800671000000,0
Grzejnik_Sypialnia,1601246700687000000,0
Grzejnik_Sypialnia,1601247600699000000,0
Grzejnik_Sypialnia,1601248500707000000,0
Grzejnik_Sypialnia,1601249400715000000,0
Grzejnik_Sypialnia,1601250300727000000,0
Grzejnik_Sypialnia,1601251200742000000,0
Grzejnik_Sypialnia,1601252100750000000,0
Grzejnik_Sypialnia,1601253000763000000,0
Grzejnik_Sypialnia,1601253900771000000,0
Grzejnik_Sypialnia,1601254800779000000,0
Grzejnik_Sypialnia,1601255700788000000,0
Grzejnik_Sypialnia,1601256600796000000,0
Grzejnik_Sypialnia,1601257500806000000,0
Grzejnik_Sypialnia,1601258400818000000,0
Grzejnik_Sypialnia,1601259300826000000,0
Grzejnik_Sypialnia,1601260200834000000,0
Grzejnik_Sypialnia,1601261100843000000,0
Grzejnik_Sypialnia,1601262000850000000,0
Grzejnik_Sypialnia,1601262900365000000,1
Grzejnik_Sypialnia,1601262900861000000,1
Grzejnik_Sypialnia,1601263800888000000,1
Grzejnik_Sypialnia,1601264700901000000,1
Grzejnik_Sypialnia,1601265600909000000,1
Grzejnik_Sypialnia,1601266500922000000,1
Grzejnik_Sypialnia,1601267400937000000,1
Grzejnik_Sypialnia,1601267698815000000,0
Grzejnik_Sypialnia,1601268300956000000,0
Grzejnik_Sypialnia,1601269200974000000,0
Grzejnik_Sypialnia,1601270101000000000,0
Grzejnik_Sypialnia,1601271000017000000,0
Grzejnik_Sypialnia,1601271900035000000,0
Grzejnik_Sypialnia,1601272800050000000,0
Grzejnik_Sypialnia,1601273700077000000,0
Grzejnik_Sypialnia,1601274600094000000,0
Grzejnik_Sypialnia,1601275500112000000,0
Grzejnik_Sypialnia,1601276400128000000,0
Grzejnik_Sypialnia,1601277300145000000,0
Grzejnik_Sypialnia,1601278200162000000,0
Grzejnik_Sypialnia,1601279100177000000,0
Grzejnik_Sypialnia,1601280000195000000,0
Grzejnik_Sypialnia,1601280900209000000,0
Grzejnik_Sypialnia,1601281800227000000,0
Grzejnik_Sypialnia,1601282700246000000,0
Grzejnik_Sypialnia,1601283600261000000,0
Grzejnik_Sypialnia,1601284500277000000,0
Grzejnik_Sypialnia,1601285400298000000,0
Grzejnik_Sypialnia,1601286300313000000,0
Grzejnik_Sypialnia,1601287200329000000,0
Grzejnik_Sypialnia,1601288100345000000,0
Grzejnik_Sypialnia,1601289000361000000,0
Grzejnik_Sypialnia,1601289900377000000,0
Grzejnik_Sypialnia,1601290800393000000,0
Grzejnik_Sypialnia,1601291700408000000,0
Grzejnik_Sypialnia,1601292600426000000,0
Grzejnik_Sypialnia,1601293500441000000,0
Grzejnik_Sypialnia,1601294400455000000,0
Grzejnik_Sypialnia,1601295300474000000,0
Grzejnik_Sypialnia,1601296200488000000,0
Grzejnik_Sypialnia,1601297100515000000,0
